name,link,gender,age,nationality,born,place_of_birth,year,died,category,country
Julian Schwinger,https://en.wikipedia.org/wiki/Julian_Schwinger,,,,"February 12, 1918",, 1965,"July 16, 1994", Physics,
Richard P. Feynman,https://en.wikipedia.org/wiki/Richard_P._Feynman,,,,"May 11, 1918",, 1965,"February 15, 1988", Physics,
Robert B. Woodward,https://en.wikipedia.org/wiki/Robert_B._Woodward,,,,"April 10, 1917",, 1965,"July 8, 1979", Chemistry,
Francis Peyton Rous,https://en.wikipedia.org/wiki/Francis_Peyton_Rous,,,,"October 5, 1879",, 1966,"February 16, 1970", Physiology or Medicine,
Charles B. Huggins,https://en.wikipedia.org/wiki/Charles_B._Huggins,,,,"September 22, 1901",, 1966,"January 12, 1997", Physiology or Medicine,
Robert S. Mulliken,https://en.wikipedia.org/wiki/Robert_S._Mulliken,,,,"June 7, 1896",, 1966,"October 31, 1986", Chemistry,
George Wald,https://en.wikipedia.org/wiki/George_Wald,,,,,, 1967,, Physiology or Medicine,
Haldan Keffer Hartline,https://en.wikipedia.org/wiki/Haldan_Keffer_Hartline,,,,"December 22, 1903",, 1967,"March 17, 1983", Physiology or Medicine,
Hans Bethe,https://en.wikipedia.org/wiki/Hans_Bethe,,,,"July 2, 1906",, 1967,"March 6, 2005", Physics,
Marshall Warren Nirenberg,https://en.wikipedia.org/wiki/Marshall_Warren_Nirenberg,,,,"April 10, 1927",, 1968,"January 15, 2010", Physiology or Medicine,
Har Gobind Khorana*,https://en.wikipedia.org/wiki/Har_Gobind_Khorana,,,,9 January 1922,, 1968,9 November 2011, Physiology or Medicine,
Robert W. Holley,https://en.wikipedia.org/wiki/Robert_W._Holley,,,,"January 28, 1922",, 1968,"February 11, 1993", Physiology or Medicine,
Luis Alvarez,https://en.wikipedia.org/wiki/Luis_Walter_Alvarez,,,,"June 13, 1911",, 1968,"September 1, 1988", Physics,
Lars Onsager,https://en.wikipedia.org/wiki/Lars_Onsager,,,,"November 27, 1903",, 1968,"October 5, 1976", Chemistry,
Salvador Luria,https://en.wikipedia.org/wiki/Salvador_Luria,,,,"August 13, 1912",, 1969,"February 6, 1991", Physiology or Medicine,
Alfred Hershey,https://en.wikipedia.org/wiki/Alfred_Hershey,,,,,, 1969,, Physiology or Medicine,
Max Delbrück,https://en.wikipedia.org/wiki/Max_Delbr%C3%BCck,,,,"September 4, 1906",, 1969,"March 9, 1981", Physiology or Medicine,
Murray Gell-Mann,https://en.wikipedia.org/wiki/Murray_Gell-Mann,,,,"September 15, 1929",, 1969,, Physics,
Julius Axelrod,https://en.wikipedia.org/wiki/Julius_Axelrod,,,,"May 30, 1912",, 1970,"December 29, 2004", Physiology or Medicine,
Norman Borlaug,https://en.wikipedia.org/wiki/Norman_Borlaug,,,,"March 25, 1914",, 1970,"September 12, 2009", Peace,
Paul A. Samuelson,https://en.wikipedia.org/wiki/Paul_A._Samuelson,,,,"May 15, 1915",, 1970,"December 13, 2009", Economics,
Earl W. Sutherland Jr.,https://en.wikipedia.org/wiki/Earl_Wilbur_Sutherland_Jr.,,,,"November 19, 1915",, 1971,"March 9, 1974", Physiology or Medicine,
Simon Kuznets,https://en.wikipedia.org/wiki/Simon_Kuznets,,,,"April 30, 1901",, 1971,"July 8, 1985", Economics,
Gerald Edelman,https://en.wikipedia.org/wiki/Gerald_Edelman,,,,"July 1, 1929",, 1972,"May 17, 2014", Physiology or Medicine,
Robert Schrieffer,https://en.wikipedia.org/wiki/Robert_Schrieffer,,,,,, 1972,, Physics,
Leon N. Cooper,https://en.wikipedia.org/wiki/Leon_N._Cooper,,,,"February 28, 1930",, 1972,, Physics,
John Bardeen,https://en.wikipedia.org/wiki/John_Bardeen,,,,"May 23, 1908",, 1972,"January 30, 1991", Physics,
Kenneth J. Arrow,https://en.wikipedia.org/wiki/Kenneth_J._Arrow,,,,"August 23, 1921",, 1972,, Economics,
William H. Stein,https://en.wikipedia.org/wiki/William_H._Stein,,,,,, 1972,, Chemistry,
Stanford Moore,https://en.wikipedia.org/wiki/Stanford_Moore,,,,,, 1972,, Chemistry,
Paul J. Flory,https://en.wikipedia.org/wiki/Paul_J._Flory,,,,,, 1974,, Chemistry,
Howard Martin Temin,https://en.wikipedia.org/wiki/Howard_Martin_Temin,,,,"December 10, 1934",, 1975,"February 9, 1994", Physiology or Medicine,
Renato Dulbecco,https://en.wikipedia.org/wiki/Renato_Dulbecco,,,,"February 22, 1914",, 1975,"February 19, 2012", Physiology or Medicine,
David Baltimore,https://en.wikipedia.org/wiki/David_Baltimore,,,,"March 7, 1938",, 1975,, Physiology or Medicine,
James Rainwater,https://en.wikipedia.org/wiki/James_Rainwater,,,,"December 9, 1917",, 1975,"May 31, 1986", Physics,
Ben R. Mottelson*,https://en.wikipedia.org/wiki/Ben_R._Mottelson,,,,"July 9, 1926",, 1975,, Physics,
Tjalling C. Koopmans,https://en.wikipedia.org/wiki/Tjalling_C._Koopmans,,,,"August 28, 1910",, 1975,"February 26, 1985", Economics,
Daniel Carleton Gajdusek,https://en.wikipedia.org/wiki/Daniel_Carleton_Gajdusek,,,,"September 9, 1923",, 1976,"December 12, 2008", Physiology or Medicine,
Baruch S. Blumberg,https://en.wikipedia.org/wiki/Baruch_S._Blumberg,,,,"July 28, 1925",, 1976,"April 5, 2011", Physiology or Medicine,
Samuel C. C. Ting,https://en.wikipedia.org/wiki/Samuel_C._C._Ting,,,,"January 27, 1936",, 1976,, Physics,
Burton Richter,https://en.wikipedia.org/wiki/Burton_Richter,,,,"March 22, 1931",, 1976,, Physics,
Saul Bellow,https://en.wikipedia.org/wiki/Saul_Bellow,,,,10 June 1915,, 1976,5 April 2005, Literature,
Milton Friedman,https://en.wikipedia.org/wiki/Milton_Friedman,,,,"July 31, 1912",, 1976,"November 16, 2006", Economics,
William Lipscomb,https://en.wikipedia.org/wiki/William_Lipscomb,,,,"December 9, 1919",, 1976,"April 14, 2011", Chemistry,
Rosalyn Yalow,https://en.wikipedia.org/wiki/Rosalyn_Sussman_Yalow,,,,"July 19, 1921",, 1977,"May 30, 2011", Physiology or Medicine,
Andrzej W. Schally,https://en.wikipedia.org/wiki/Andrzej_W._Schally,,,,30 November 1926,, 1977,, Physiology or Medicine,
Roger Guillemin,https://en.wikipedia.org/wiki/Roger_Guillemin,,,,,, 1977,, Physiology or Medicine,
John H. van Vleck,https://en.wikipedia.org/wiki/John_H._van_Vleck,,,,"March 13, 1899",, 1977,"October 27, 1980", Physics,
Philip Anderson,https://en.wikipedia.org/wiki/Philip_Warren_Anderson,,,,"December 13, 1923",, 1977,, Physics,
Daniel Nathans,https://en.wikipedia.org/wiki/Daniel_Nathans,,,,,, 1978,, Physiology or Medicine,
Hamilton O. Smith,https://en.wikipedia.org/wiki/Hamilton_O._Smith,,,,"August 23, 1931",, 1978,, Physiology or Medicine,
Arno Penzias,https://en.wikipedia.org/wiki/Arno_Penzias,,,,"April 26, 1933",, 1978,, Physics,
Robert Woodrow Wilson,https://en.wikipedia.org/wiki/Robert_Woodrow_Wilson,,,,"January 10, 1936",, 1978,, Physics,
Isaac Bashevis Singer,https://en.wikipedia.org/wiki/Isaac_Bashevis_Singer,,,,"November 21, 1902",, 1978,"July 24, 1991", Literature,
Herbert A. Simon,https://en.wikipedia.org/wiki/Herbert_A._Simon,,,,,, 1978,, Economics,
Allan M. Cormack,https://en.wikipedia.org/wiki/Allan_McLeod_Cormack,,,,"February 23, 1924",, 1979,"May 7, 1998", Physiology or Medicine,
Sheldon Glashow,https://en.wikipedia.org/wiki/Sheldon_Glashow,,,,"December 5, 1932",, 1979,, Physics,
Steven Weinberg,https://en.wikipedia.org/wiki/Steven_Weinberg,,,,"May 3, 1933",, 1979,, Physics,
Theodore Schultz,https://en.wikipedia.org/wiki/Theodore_Schultz,,,,"April 30, 1902",, 1979,26 February 1998, Economics,
Herbert C. Brown,https://en.wikipedia.org/wiki/Herbert_C._Brown,,,,"May 22, 1912",, 1979,"December 19, 2004", Chemistry,
George D. Snell,https://en.wikipedia.org/wiki/George_Davis_Snell,,,,,, 1980,, Physiology or Medicine,
Baruj Benacerraf,https://en.wikipedia.org/wiki/Baruj_Benacerraf,,,,"October 29, 1920",, 1980,"August 2, 2011", Physiology or Medicine,
Val Fitch,https://en.wikipedia.org/wiki/Val_Fitch,,,,"March 10, 1923",, 1980,"February 5, 2015", Physics,
James Cronin,https://en.wikipedia.org/wiki/James_Cronin,,,,"September 29, 1931",, 1980,"August 25, 2016", Physics,
Czesław Miłosz*,https://en.wikipedia.org/wiki/Czes%C5%82aw_Mi%C5%82osz,,,,30 June 1911,, 1980,14 August 2004, Literature,
Lawrence R. Klein,https://en.wikipedia.org/wiki/Lawrence_R._Klein,,,,"September 14, 1920",, 1980,"October 20, 2013", Economics,
Paul Berg,https://en.wikipedia.org/wiki/Paul_Berg,,,,"June 30, 1926",, 1980,, Chemistry,
Walter Gilbert,https://en.wikipedia.org/wiki/Walter_Gilbert,,,,"March 21, 1932",, 1980,, Chemistry,
Roger W. Sperry,https://en.wikipedia.org/wiki/Roger_Wolcott_Sperry,,,,"August 20, 1913",, 1981,"April 17, 1994", Physiology or Medicine,
David H. Hubel,https://en.wikipedia.org/wiki/David_H._Hubel,,,,"February 27, 1926",, 1981,"September 22, 2013", Physiology or Medicine,
Arthur L. Schawlow,https://en.wikipedia.org/wiki/Arthur_L._Schawlow,,,,"May 5, 1921",, 1981,"April 28, 1999", Physics,
Nicolaas Bloembergen,https://en.wikipedia.org/wiki/Nicolaas_Bloembergen,,,,,, 1981,, Physics,
James Tobin,https://en.wikipedia.org/wiki/James_Tobin,,,,"March 5, 1918",, 1981,"March 11, 2002", Economics,
Roald Hoffmann,https://en.wikipedia.org/wiki/Roald_Hoffmann,,,,"July 18, 1937",, 1981,, Chemistry,
Kenneth G. Wilson,https://en.wikipedia.org/wiki/Kenneth_G._Wilson,,,,"June 8, 1936",, 1982,"June 15, 2013", Physics,
George J. Stigler,https://en.wikipedia.org/wiki/George_J._Stigler,,,,,, 1982,, Economics,
Barbara McClintock,https://en.wikipedia.org/wiki/Barbara_McClintock,,,,"June 16, 1902",, 1983,"September 2, 1992", Physiology or Medicine,
Subrahmanyan Chandrasekhar*,https://en.wikipedia.org/wiki/Subrahmanyan_Chandrasekhar,,,,"October 19, 1910",, 1983,"August 21, 1995", Physics,
William A. Fowler,https://en.wikipedia.org/wiki/William_A._Fowler,,,,"August 9, 1911",, 1983,"March 14, 1995", Physics,
Gérard Debreu,https://en.wikipedia.org/wiki/G%C3%A9rard_Debreu,,,,4 July 1921,, 1983,31 December 2004, Economics,
Henry Taube,https://en.wikipedia.org/wiki/Henry_Taube,,,,"November 30, 1915",, 1983,"November 16, 2005", Chemistry,
Bruce Merrifield,https://en.wikipedia.org/wiki/Bruce_Merrifield,,,,"July 15, 1921",, 1984,"May 14, 2006", Chemistry,
Joseph L. Goldstein,https://en.wikipedia.org/wiki/Joseph_L._Goldstein,,,,"April 18, 1940",, 1985,, Physiology or Medicine,
Michael S. Brown,https://en.wikipedia.org/wiki/Michael_S._Brown,,,,"April 13, 1941",, 1985,, Physiology or Medicine,
Franco Modigliani,https://en.wikipedia.org/wiki/Franco_Modigliani,,,,,, 1985,, Economics,
Herbert A. Hauptman,https://en.wikipedia.org/wiki/Herbert_A._Hauptman,,,,"February 14, 1917",, 1985,"October 23, 2011", Chemistry,
Jerome Karle,https://en.wikipedia.org/wiki/Jerome_Karle,,,,"June 18, 1918",, 1985,"June 6, 2013", Chemistry,
Rita Levi-Montalcini,https://en.wikipedia.org/wiki/Rita_Levi-Montalcini,,,,22 April 1909,, 1986,30 December 2012, Physiology or Medicine,
Stanley Cohen,https://en.wikipedia.org/wiki/Stanley_Cohen_(doctor),,,,"November 17, 1922",, 1986,, Physiology or Medicine,
Elie Wiesel,https://en.wikipedia.org/wiki/Elie_Wiesel,,,,"September 30, 1928",, 1986,"July 2, 2016", Peace,
James M. Buchanan,https://en.wikipedia.org/wiki/James_M._Buchanan,,,,"October 3, 1919",, 1986,"January 9, 2013", Economics,
Yuan T. Lee,https://en.wikipedia.org/wiki/Yuan_T._Lee,,,,,, 1986,, Chemistry,
Dudley R. Herschbach,https://en.wikipedia.org/wiki/Dudley_R._Herschbach,,,,"June 18, 1932",, 1986,, Chemistry,
Joseph Brodsky,https://en.wikipedia.org/wiki/Joseph_Brodsky,,,,24 May 1940,, 1987,28 January 1996, Literature,
Robert M. Solow,https://en.wikipedia.org/wiki/Robert_M._Solow,,,,"August 23, 1924",, 1987,, Economics,
Donald J. Cram,https://en.wikipedia.org/wiki/Donald_J._Cram,,,,"April 22, 1919",, 1987,"June 17, 2001", Chemistry,
Charles J. Pedersen,https://en.wikipedia.org/wiki/Charles_J._Pedersen,,,,,, 1987,, Chemistry,
George H. Hitchings,https://en.wikipedia.org/wiki/George_H._Hitchings,,,,"April 18, 1905",, 1988,"February 27, 1998", Physiology or Medicine,
Gertrude B. Elion,https://en.wikipedia.org/wiki/Gertrude_B._Elion,,,,"January 23, 1918",, 1988,"February 21, 1999", Physiology or Medicine,
Jack Steinberger,https://en.wikipedia.org/wiki/Jack_Steinberger,,,,"May 25, 1921",, 1988,, Physics,
Melvin Schwartz,https://en.wikipedia.org/wiki/Melvin_Schwartz,,,,,, 1988,, Physics,
Leon M. Lederman,https://en.wikipedia.org/wiki/Leon_M._Lederman,,,,"July 15, 1922",, 1988,, Physics,
Harold E. Varmus,https://en.wikipedia.org/wiki/Harold_E._Varmus,,,,,, 1989,, Physiology or Medicine,
J. Michael Bishop,https://en.wikipedia.org/wiki/J._Michael_Bishop,,,,"February 22, 1936",, 1989,, Physiology or Medicine,
Norman F. Ramsey,https://en.wikipedia.org/wiki/Norman_F._Ramsey,,,,"August 27, 1915",, 1989,"November 4, 2011", Physics,
Hans G. Dehmelt,https://en.wikipedia.org/wiki/Hans_G._Dehmelt,,,,9 September 1922,, 1989,, Physics,
Thomas R. Cech,https://en.wikipedia.org/wiki/Thomas_R._Cech,,,,"December 8, 1947",, 1989,, Chemistry,
Sidney Altman,https://en.wikipedia.org/wiki/Sidney_Altman,,,,,, 1990,, Chemistry,
E. Donnall Thomas,https://en.wikipedia.org/wiki/E._Donnall_Thomas,,,,"March 15, 1920",, 1990,"October 20, 2012", Physiology or Medicine,
Joseph E. Murray,https://en.wikipedia.org/wiki/Joseph_Murray,,,,"April 1, 1919",, 1990,"November 26, 2012", Physiology or Medicine,
Joseph H. Taylor Jr.,"https://en.wikipedia.org/wiki/Joseph_Hooton_Taylor,_Jr.",,,,,, 1993,, Physics,
Russell A. Hulse,https://en.wikipedia.org/wiki/Russell_A._Hulse,,,,"November 28, 1950",, 1993,, Physics,
Toni Morrison,https://en.wikipedia.org/wiki/Toni_Morrison,,,,"February 18, 1931",, 1993,, Literature,
Douglass C. North,https://en.wikipedia.org/wiki/Douglass_C._North,,,,,, 1993,, Economics,
Robert W. Fogel,https://en.wikipedia.org/wiki/Robert_W._Fogel,,,,,, 1993,, Economics,
Kary B. Mullis,https://en.wikipedia.org/wiki/Kary_B._Mullis,,,,"December 28, 1944",, 1993,, Chemistry,
Martin Rodbell,https://en.wikipedia.org/wiki/Martin_Rodbell,,,,,, 1994,, Physiology or Medicine,
Alfred G. Gilman,https://en.wikipedia.org/wiki/Alfred_G._Gilman,,,,"July 1, 1941",, 1994,"December 23, 2015", Physiology or Medicine,
Clifford G. Shull,https://en.wikipedia.org/wiki/Clifford_Shull,,,,,, 1994,, Physics,
John Forbes Nash,https://en.wikipedia.org/wiki/John_Forbes_Nash,,,,"June 13, 1928",, 1994,"May 23, 2015", Economics,
John Charles Harsanyi,https://en.wikipedia.org/wiki/John_Charles_Harsanyi,,,,"May 29, 1920",, 1994,"August 9, 2000", Economics,
George Andrew Olah,https://en.wikipedia.org/wiki/George_Andrew_Olah,,,,"May 22, 1927",, 1994,, Chemistry,
Eric F. Wieschaus,https://en.wikipedia.org/wiki/Eric_F._Wieschaus,,,,,, 1995,, Physiology or Medicine,
Edward B. Lewis,https://en.wikipedia.org/wiki/Edward_B._Lewis,,,,"May 20, 1918",, 1995,"July 21, 2004", Physiology or Medicine,
Frederick Reines,https://en.wikipedia.org/wiki/Frederick_Reines,,,,"March 16, 1918",, 1995,"August 26, 1998", Physics,
Martin L. Perl,https://en.wikipedia.org/wiki/Martin_L._Perl,,,,"June 24, 1927",, 1995,"September 30, 2014", Physics,
Robert Lucas,"https://en.wikipedia.org/wiki/Robert_Lucas,_Jr.",,,,,, 1995,, Economics,
F. Sherwood Rowland,https://en.wikipedia.org/wiki/F._Sherwood_Rowland,,,,"June 28, 1927",, 1995,"March 10, 2012", Chemistry,
Mario J. Molina,https://en.wikipedia.org/wiki/Mario_J._Molina,,,,"March 19, 1943",, 1995,, Chemistry,
Robert C. Richardson,https://en.wikipedia.org/wiki/Robert_Coleman_Richardson,,,,"June 26, 1937",, 1996,"February 19, 2013", Physics,
Douglas D. Osheroff,https://en.wikipedia.org/wiki/Douglas_D._Osheroff,,,,"August 1, 1945",, 1996,, Physics,
David M. Lee,https://en.wikipedia.org/wiki/David_M._Lee,,,,"January 20, 1931",, 1996,, Physics,
William Vickrey,https://en.wikipedia.org/wiki/William_Vickrey,,,,21 June 1914,, 1996,11 October 1996, Economics,
Robert F. Curl Jr.,https://en.wikipedia.org/wiki/Robert_F._Curl_Jr.,,,,"August 23, 1933",, 1996,, Chemistry,
Richard E. Smalley,https://en.wikipedia.org/wiki/Richard_E._Smalley,,,,"June 6, 1943",, 1996,"October 28, 2005", Chemistry,
Stanley B. Prusiner,https://en.wikipedia.org/wiki/Stanley_B._Prusiner,,,,"May 28, 1942",, 1997,, Physiology or Medicine,
William D. Phillips,https://en.wikipedia.org/wiki/William_Daniel_Phillips,,,,"November 5, 1948",, 1997,, Physics,
Steven Chu,https://en.wikipedia.org/wiki/Steven_Chu,,,,"February 28, 1948",, 1997,, Physics,
Jody Williams,https://en.wikipedia.org/wiki/Jody_Williams,,,,,, 1997,, Peace,
Myron Scholes,https://en.wikipedia.org/wiki/Myron_Scholes,,,,,, 1997,, Economics,
Robert C. Merton,https://en.wikipedia.org/wiki/Robert_C._Merton,,,,,, 1997,, Economics,
Paul D. Boyer,https://en.wikipedia.org/wiki/Paul_D._Boyer,,,,"July 31, 1918",, 1997,, Chemistry,
Ferid Murad,https://en.wikipedia.org/wiki/Ferid_Murad,,,,"September 14, 1936",, 1998,, Physiology or Medicine,
Louis J. Ignarro,https://en.wikipedia.org/wiki/Louis_J._Ignarro,,,,"May 31, 1941",, 1998,, Physiology or Medicine,
Robert F. Furchgott,https://en.wikipedia.org/wiki/Robert_F._Furchgott,,,,,, 1998,, Physiology or Medicine,
Daniel C. Tsui,https://en.wikipedia.org/wiki/Daniel_C._Tsui,,,,,, 1998,, Physics,
Robert B. Laughlin,https://en.wikipedia.org/wiki/Robert_B._Laughlin,,,,"November 1, 1950",, 1998,, Physics,
Horst Ludwig Störmer,https://en.wikipedia.org/wiki/Horst_Ludwig_St%C3%B6rmer,,,,"April 6, 1949",, 1998,, Physics,
Walter Kohn,https://en.wikipedia.org/wiki/Walter_Kohn,,,,"March 9, 1923",, 1998,19 April 2016, Chemistry,
Günter Blobel,https://en.wikipedia.org/wiki/G%C3%BCnter_Blobel,,,,21 May 1936,, 1999,, Physiology or Medicine,
Ahmed H. Zewail,https://en.wikipedia.org/wiki/Ahmed_H._Zewail,,,,"February 26, 1946",, 1999,"August 2, 2016", Chemistry,
Eric R. Kandel,https://en.wikipedia.org/wiki/Eric_R._Kandel,,,,"November 7, 1929",, 2000,, Physiology or Medicine,
Paul Greengard,https://en.wikipedia.org/wiki/Paul_Greengard,,,,"December 11, 1925",, 2000,, Physiology or Medicine,
Jack Kilby,https://en.wikipedia.org/wiki/Jack_Kilby,,,,,, 2000,, Physics,
Daniel L. McFadden,https://en.wikipedia.org/wiki/Daniel_L._McFadden,,,,"July 29, 1937",, 2000,, Economics,
James J. Heckman,https://en.wikipedia.org/wiki/James_J._Heckman,,,,,, 2000,, Economics,
Alan MacDiarmid,https://en.wikipedia.org/wiki/Alan_MacDiarmid,,,,14 April 1927,, 2000,7 February 2007, Chemistry,
Alan Heeger,https://en.wikipedia.org/wiki/Alan_Heeger,,,,"January 22, 1936",, 2000,, Chemistry,
Leland H. Hartwell,https://en.wikipedia.org/wiki/Leland_H._Hartwell,,,,"October 30, 1939",, 2001,, Physiology or Medicine,
Carl E. Wieman,https://en.wikipedia.org/wiki/Carl_Wieman,,,,"March 26, 1951",, 2001,, Physics,
Eric A. Cornell,https://en.wikipedia.org/wiki/Eric_Allin_Cornell,,,,"December 19, 1961",, 2001,, Physics,
A. Michael Spence,https://en.wikipedia.org/wiki/A._Michael_Spence,,,,"November 7, 1943",, 2001,, Economics,
George A. Akerlof,https://en.wikipedia.org/wiki/George_A._Akerlof,,,,"June 17, 1940",, 2001,, Economics,
Joseph E. Stiglitz,https://en.wikipedia.org/wiki/Joseph_E._Stiglitz,,,,"February 9, 1943",, 2001,, Economics,
K. Barry Sharpless,https://en.wikipedia.org/wiki/K._Barry_Sharpless,,,,,, 2001,, Chemistry,
William S. Knowles,https://en.wikipedia.org/wiki/William_S._Knowles,,,,"June 1, 1917",, 2001,"June 13, 2012", Chemistry,
H. Robert Horvitz,https://en.wikipedia.org/wiki/H._Robert_Horvitz,,,,"May 8, 1947",, 2002,, Physiology or Medicine,
Sydney Brenner,https://en.wikipedia.org/wiki/Sydney_Brenner,,,,13 January 1927,, 2002,, Physiology or Medicine,
Riccardo Giacconi,https://en.wikipedia.org/wiki/Riccardo_Giacconi,,,,,, 2002,, Physics,
Raymond Davis Jr.,https://en.wikipedia.org/wiki/Raymond_Davis_Jr.,,,,,, 2002,, Physics,
John Bennett Fenn,https://en.wikipedia.org/wiki/John_Bennett_Fenn,,,,"June 15, 1917",, 2002,"December 10, 2010", Chemistry,
Jimmy Carter,https://en.wikipedia.org/wiki/Jimmy_Carter,,,,"October 1, 1924",, 2002,, Peace,
Vernon L. Smith,https://en.wikipedia.org/wiki/Vernon_L._Smith,,,,,, 2002,, Economics,
Daniel Kahneman*,https://en.wikipedia.org/wiki/Daniel_Kahneman,,,,"March 5, 1934",, 2002,, Economics,
Alexei A. Abrikosov,https://en.wikipedia.org/wiki/Alexei_A._Abrikosov,,,,"June 25, 1928",, 2003,, Physics,
Paul C. Lauterbur,https://en.wikipedia.org/wiki/Paul_Lauterbur,,,,"May 6, 1929",, 2003,"March 27, 2007", Physiology or Medicine,
Anthony J. Leggett,https://en.wikipedia.org/wiki/Anthony_J._Leggett,,,,26 March 1938,, 2003,, Physics,
Robert F. Engle,https://en.wikipedia.org/wiki/Robert_F._Engle,,,,,, 2003,, Economics,
Roderick MacKinnon,https://en.wikipedia.org/wiki/Roderick_MacKinnon,,,,19 February 1956,, 2003,, Chemistry,
